code;label-es_ES;label-nl_NL;label-nl_BE;label-nb_NO;label-it_IT;label-fr_FR;label-fi_FI;label-en_US;label-sv_SE;label-en_IE;label-en_GB;label-de_DE;label-de_CH;label-de_AT;label-da_DK;label-cs_CZ;label-pl_PL;attribute;sort_order
d_1_3_4inch_3_1_2inch_h_50_mm;"D: 1 3/4"" - 3 1/2"" - H: 50 mm";"D: 1 3/4"" - 3 1/2"" - H: 50 mm";"D: 1 3/4"" - 3 1/2"" - H: 50 mm";"D: 1 3/4"" - 3 1/2"" - H: 50 mm";"D: 1 3/4"" - 3 1/2"" - H: 50 mm";"D: 1 3/4"" - 3 1/2"" - H: 50 mm";"D: 1 3/4"" - 3 1/2"" - H: 50 mm";"D: 1 3/4"" - 3 1/2"" - H: 50 mm";"D: 1 3/4"" - 3 1/2"" - H: 50 mm";"D: 1 3/4"" - 3 1/2"" - H: 50 mm";"D: 1 3/4"" - 3 1/2"" - H: 50 mm";"D: 1 3/4"" - 3 1/2"" - H: 50 mm";"D: 1 3/4"" - 3 1/2"" - H: 50 mm";"D: 1 3/4"" - 3 1/2"" - H: 50 mm";"D: 1 3/4"" - 3 1/2"" - H: 50 mm";"D: 1 3/4"" - 3 1/2"" - H: 50 mm";"D: 1 3/4"" - 3 1/2"" - H: 50 mm";size;1
d_2_1_4inch_5inch_h_80_mm;"D: 2 1/4""- 5"" - H: 80 mm";"D: 2 1/4""- 5"" - H: 80 mm";"D: 2 1/4""- 5"" - H: 80 mm";"D: 2 1/4""- 5"" - H: 80 mm";"D: 2 1/4""- 5"" - H: 80 mm";"D: 2 1/4""- 5"" - H: 80 mm";"D: 2 1/4""- 5"" - H: 80 mm";"D: 2 1/4""- 5"" - H: 80 mm";"D: 2 1/4""- 5"" - H: 80 mm";"D: 2 1/4""- 5"" - H: 80 mm";"D: 2 1/4""- 5"" - H: 80 mm";"D: 2 1/4""- 5"" - H: 80 mm";"D: 2 1/4""- 5"" - H: 80 mm";"D: 2 1/4""- 5"" - H: 80 mm";"D: 2 1/4""- 5"" - H: 80 mm";"D: 2 1/4""- 5"" - H: 80 mm";"D: 2 1/4""- 5"" - H: 80 mm";size;1
d_3_1_2inch_7inch_h_80_mm;"D: 3 1/2"" - 7"" - H: 80 mm";"D: 3 1/2"" - 7"" - H: 80 mm";"D: 3 1/2"" - 7"" - H: 80 mm";"D: 3 1/2"" - 7"" - H: 80 mm";"D: 3 1/2"" - 7"" - H: 80 mm";"D: 3 1/2"" - 7"" - H: 80 mm";"D: 3 1/2"" - 7"" - H: 80 mm";"D: 3 1/2"" - 7"" - H: 80 mm";"D: 3 1/2"" - 7"" - H: 80 mm";"D: 3 1/2"" - 7"" - H: 80 mm";"D: 3 1/2"" - 7"" - H: 80 mm";"D: 3 1/2"" - 7"" - H: 80 mm";"D: 3 1/2"" - 7"" - H: 80 mm";"D: 3 1/2"" - 7"" - H: 80 mm";"D: 3 1/2"" - 7"" - H: 80 mm";"D: 3 1/2"" - 7"" - H: 80 mm";"D: 3 1/2"" - 7"" - H: 80 mm";size;1
d_3_1_2inch_7inch_h_165_mm;"D: 3 1/2"" - 7"" - H: 165 mm";"D: 3 1/2"" - 7"" - H: 165 mm";"D: 3 1/2"" - 7"" - H: 165 mm";"D: 3 1/2"" - 7"" - H: 165 mm";"D: 3 1/2"" - 7"" - H: 165 mm";"D: 3 1/2"" - 7"" - H: 165 mm";"D: 3 1/2"" - 7"" - H: 165 mm";"D: 3 1/2"" - 7"" - H: 165 mm";"D: 3 1/2"" - 7"" - H: 165 mm";"D: 3 1/2"" - 7"" - H: 165 mm";"D: 3 1/2"" - 7"" - H: 165 mm";"D: 3 1/2"" - 7"" - H: 165 mm";"D: 3 1/2"" - 7"" - H: 165 mm";"D: 3 1/2"" - 7"" - H: 165 mm";"D: 3 1/2"" - 7"" - H: 165 mm";"D: 3 1/2"" - 7"" - H: 165 mm";"D: 3 1/2"" - 7"" - H: 165 mm";size;1
3_0_mm;"3,0 mm";"3,0 mm";"3,0 mm";"3,0 mm";"3,0 mm";"3,0 mm";"3,0 mm";"3,0 mm";"3,0 mm";"3,0 mm";"3,0 mm";"3,0 mm";"3,0 mm";"3,0 mm";"3,0 mm";"3,0 mm";"3,0 mm";size;1
6_0_mm;"6,0 mm";"6,0 mm";"6,0 mm";"6,0 mm";"6,0 mm";"6,0 mm";"6,0 mm";"6,0 mm";"6,0 mm";"6,0 mm";"6,0 mm";"6,0 mm";"6,0 mm";"6,0 mm";"6,0 mm";"6,0 mm";"6,0 mm";size;1
8_0_mm;"8,0 mm";"8,0 mm";"8,0 mm";"8,0 mm";"8,0 mm";"8,0 mm";"8,0 mm";"8,0 mm";"8,0 mm";"8,0 mm";"8,0 mm";"8,0 mm";"8,0 mm";"8,0 mm";"8,0 mm";"8,0 mm";"8,0 mm";size;1
13_5_mm;"13,5 mm";"13,5 mm";"13,5 mm";"13,5 mm";"13,5 mm";"13,5 mm";"13,5 mm";"13,5 mm";"13,5 mm";"13,5 mm";"13,5 mm";"13,5 mm";"13,5 mm";"13,5 mm";"13,5 mm";"13,5 mm";"13,5 mm";size;1
18_5_mm;"18,5 mm";"18,5 mm";"18,5 mm";"18,5 mm";"18,5 mm";"18,5 mm";"18,5 mm";"18,5 mm";"18,5 mm";"18,5 mm";"18,5 mm";"18,5 mm";"18,5 mm";"18,5 mm";"18,5 mm";"18,5 mm";"18,5 mm";size;1
3_2_4_8_mm;"3,2-4,8 mm";"3,2-4,8 mm";"3,2-4,8 mm";"3,2-4,8 mm";"3,2-4,8 mm";"3,2-4,8 mm";"3,2-4,8 mm";"3,2-4,8 mm";"3,2-4,8 mm";"3,2-4,8 mm";"3,2-4,8 mm";"3,2-4,8 mm";"3,2-4,8 mm";"3,2-4,8 mm";"3,2-4,8 mm";"3,2-4,8 mm";"3,2-4,8 mm";size;1
4_8_7_1_mm;"4,8-7,1 mm";"4,8-7,1 mm";"4,8-7,1 mm";"4,8-7,1 mm";"4,8-7,1 mm";"4,8-7,1 mm";"4,8-7,1 mm";"4,8-7,1 mm";"4,8-7,1 mm";"4,8-7,1 mm";"4,8-7,1 mm";"4,8-7,1 mm";"4,8-7,1 mm";"4,8-7,1 mm";"4,8-7,1 mm";"4,8-7,1 mm";"4,8-7,1 mm";size;1
6_4_9_5_mm;"6,4-9,5 mm";"6,4-9,5 mm";"6,4-9,5 mm";"6,4-9,5 mm";"6,4-9,5 mm";"6,4-9,5 mm";"6,4-9,5 mm";"6,4-9,5 mm";"6,4-9,5 mm";"6,4-9,5 mm";"6,4-9,5 mm";"6,4-9,5 mm";"6,4-9,5 mm";"6,4-9,5 mm";"6,4-9,5 mm";"6,4-9,5 mm";"6,4-9,5 mm";size;1
8_7_12_7_mm;"8,7-12,7 mm";"8,7-12,7 mm";"8,7-12,7 mm";"8,7-12,7 mm";"8,7-12,7 mm";"8,7-12,7 mm";"8,7-12,7 mm";"8,7-12,7 mm";"8,7-12,7 mm";"8,7-12,7 mm";"8,7-12,7 mm";"8,7-12,7 mm";"8,7-12,7 mm";"8,7-12,7 mm";"8,7-12,7 mm";"8,7-12,7 mm";"8,7-12,7 mm";size;1
11_1_15_9_mm;"11,1-15,9 mm";"11,1-15,9 mm";"11,1-15,9 mm";"11,1-15,9 mm";"11,1-15,9 mm";"11,1-15,9 mm";"11,1-15,9 mm";"11,1-15,9 mm";"11,1-15,9 mm";"11,1-15,9 mm";"11,1-15,9 mm";"11,1-15,9 mm";"11,1-15,9 mm";"11,1-15,9 mm";"11,1-15,9 mm";"11,1-15,9 mm";"11,1-15,9 mm";size;1
14_0_19_1_mm;"14,0-19,1 mm";"14,0-19,1 mm";"14,0-19,1 mm";"14,0-19,1 mm";"14,0-19,1 mm";"14,0-19,1 mm";"14,0-19,1 mm";"14,0-19,1 mm";"14,0-19,1 mm";"14,0-19,1 mm";"14,0-19,1 mm";"14,0-19,1 mm";"14,0-19,1 mm";"14,0-19,1 mm";"14,0-19,1 mm";"14,0-19,1 mm";"14,0-19,1 mm";size;1
19_1_23_8_mm;"19,1-23,8 mm";"19,1-23,8 mm";"19,1-23,8 mm";"19,1-23,8 mm";"19,1-23,8 mm";"19,1-23,8 mm";"19,1-23,8 mm";"19,1-23,8 mm";"19,1-23,8 mm";"19,1-23,8 mm";"19,1-23,8 mm";"19,1-23,8 mm";"19,1-23,8 mm";"19,1-23,8 mm";"19,1-23,8 mm";"19,1-23,8 mm";"19,1-23,8 mm";size;1
m24_1_5_mm;"M24 x 1,5 mm";"M24 x 1,5 mm";"M24 x 1,5 mm";"M24 x 1,5 mm";"M24 x 1,5 mm";"M24 x 1,5 mm";"M24 x 1,5 mm";"M24 x 1,5 mm";"M24 x 1,5 mm";"M24 x 1,5 mm";"M24 x 1,5 mm";"M24 x 1,5 mm";"M24 x 1,5 mm";"M24 x 1,5 mm";"M24 x 1,5 mm";"M24 x 1,5 mm";"M24 x 1,5 mm";size;1
m26_1_mm;"M26 x 1 mm";"M26 x 1 mm";"M26 x 1 mm";"M26 x 1 mm";"M26 x 1 mm";"M26 x 1 mm";"M26 x 1 mm";"M26 x 1 mm";"M26 x 1 mm";"M26 x 1 mm";"M26 x 1 mm";"M26 x 1 mm";"M26 x 1 mm";"M26 x 1 mm";"M26 x 1 mm";"M26 x 1 mm";"M26 x 1 mm";size;1
m28_1_mm;"M28 x 1 mm";"M28 x 1 mm";"M28 x 1 mm";"M28 x 1 mm";"M28 x 1 mm";"M28 x 1 mm";"M28 x 1 mm";"M28 x 1 mm";"M28 x 1 mm";"M28 x 1 mm";"M28 x 1 mm";"M28 x 1 mm";"M28 x 1 mm";"M28 x 1 mm";"M28 x 1 mm";"M28 x 1 mm";"M28 x 1 mm";size;1
m30_1_mm;"M30 x 1 mm";"M30 x 1 mm";"M30 x 1 mm";"M30 x 1 mm";"M30 x 1 mm";"M30 x 1 mm";"M30 x 1 mm";"M30 x 1 mm";"M30 x 1 mm";"M30 x 1 mm";"M30 x 1 mm";"M30 x 1 mm";"M30 x 1 mm";"M30 x 1 mm";"M30 x 1 mm";"M30 x 1 mm";"M30 x 1 mm";size;1
m30_1_5_mm;"M30 x 1,5 mm";"M30 x 1,5 mm";"M30 x 1,5 mm";"M30 x 1,5 mm";"M30 x 1,5 mm";"M30 x 1,5 mm";"M30 x 1,5 mm";"M30 x 1,5 mm";"M30 x 1,5 mm";"M30 x 1,5 mm";"M30 x 1,5 mm";"M30 x 1,5 mm";"M30 x 1,5 mm";"M30 x 1,5 mm";"M30 x 1,5 mm";"M30 x 1,5 mm";"M30 x 1,5 mm";size;1
m35_1_5_mm;"M35 x 1,5 mm";"M35 x 1,5 mm";"M35 x 1,5 mm";"M35 x 1,5 mm";"M35 x 1,5 mm";"M35 x 1,5 mm";"M35 x 1,5 mm";"M35 x 1,5 mm";"M35 x 1,5 mm";"M35 x 1,5 mm";"M35 x 1,5 mm";"M35 x 1,5 mm";"M35 x 1,5 mm";"M35 x 1,5 mm";"M35 x 1,5 mm";"M35 x 1,5 mm";"M35 x 1,5 mm";size;1
m38_1_5_mm;"M38 x 1,5 mm";"M38 x 1,5 mm";"M38 x 1,5 mm";"M38 x 1,5 mm";"M38 x 1,5 mm";"M38 x 1,5 mm";"M38 x 1,5 mm";"M38 x 1,5 mm";"M38 x 1,5 mm";"M38 x 1,5 mm";"M38 x 1,5 mm";"M38 x 1,5 mm";"M38 x 1,5 mm";"M38 x 1,5 mm";"M38 x 1,5 mm";"M38 x 1,5 mm";"M38 x 1,5 mm";size;1
m50_1_5_mm;"M50 x 1,5 mm";"M50 x 1,5 mm";"M50 x 1,5 mm";"M50 x 1,5 mm";"M50 x 1,5 mm";"M50 x 1,5 mm";"M50 x 1,5 mm";"M50 x 1,5 mm";"M50 x 1,5 mm";"M50 x 1,5 mm";"M50 x 1,5 mm";"M50 x 1,5 mm";"M50 x 1,5 mm";"M50 x 1,5 mm";"M50 x 1,5 mm";"M50 x 1,5 mm";"M50 x 1,5 mm";size;1
m12_1_25_mm;"M12 x 1,25 mm";"M12 x 1,25 mm";"M12 x 1,25 mm";"M12 x 1,25 mm";"M12 x 1,25 mm";"M12 x 1,25 mm";"M12 x 1,25 mm";"M12 x 1,25 mm";"M12 x 1,25 mm";"M12 x 1,25 mm";"M12 x 1,25 mm";"M12 x 1,25 mm";"M12 x 1,25 mm";"M12 x 1,25 mm";"M12 x 1,25 mm";"M12 x 1,25 mm";"M12 x 1,25 mm";size;1
o_12_mm;"Ø: 12 mm";"Ø: 12 mm";"Ø: 12 mm";"Ø: 12 mm";"Ø: 12 mm";"Ø: 12 mm";"Ø: 12 mm";"Ø: 12 mm";"Ø: 12 mm";"Ø: 12 mm";"Ø: 12 mm";"Ø: 12 mm";"Ø: 12 mm";"Ø: 12 mm";"Ø: 12 mm";"Ø: 12 mm";"Ø: 12 mm";size;1
m14_1_25_mm;"M14 x 1,25 mm";"M14 x 1,25 mm";"M14 x 1,25 mm";"M14 x 1,25 mm";"M14 x 1,25 mm";"M14 x 1,25 mm";"M14 x 1,25 mm";"M14 x 1,25 mm";"M14 x 1,25 mm";"M14 x 1,25 mm";"M14 x 1,25 mm";"M14 x 1,25 mm";"M14 x 1,25 mm";"M14 x 1,25 mm";"M14 x 1,25 mm";"M14 x 1,25 mm";"M14 x 1,25 mm";size;1
m16_1_5_mm;"M16 x 1,5 mm";"M16 x 1,5 mm";"M16 x 1,5 mm";"M16 x 1,5 mm";"M16 x 1,5 mm";"M16 x 1,5 mm";"M16 x 1,5 mm";"M16 x 1,5 mm";"M16 x 1,5 mm";"M16 x 1,5 mm";"M16 x 1,5 mm";"M16 x 1,5 mm";"M16 x 1,5 mm";"M16 x 1,5 mm";"M16 x 1,5 mm";"M16 x 1,5 mm";"M16 x 1,5 mm";size;1
6_5_10_mm_1_4inch;"6,5 x 10 mm - 1/4""";"6,5 x 10 mm - 1/4""";"6,5 x 10 mm - 1/4""";"6,5 x 10 mm - 1/4""";"6,5 x 10 mm - 1/4""";"6,5 x 10 mm - 1/4""";"6,5 x 10 mm - 1/4""";"6,5 x 10 mm - 1/4""";"6,5 x 10 mm - 1/4""";"6,5 x 10 mm - 1/4""";"6,5 x 10 mm - 1/4""";"6,5 x 10 mm - 1/4""";"6,5 x 10 mm - 1/4""";"6,5 x 10 mm - 1/4""";"6,5 x 10 mm - 1/4""";"6,5 x 10 mm - 1/4""";"6,5 x 10 mm - 1/4""";size;1
m1_1_4inch;"M1 - 1/4""";"M1 - 1/4""";"M1 - 1/4""";"M1 - 1/4""";"M1 - 1/4""";"M1 - 1/4""";"M1 - 1/4""";"M1 - 1/4""";"M1 - 1/4""";"M1 - 1/4""";"M1 - 1/4""";"M1 - 1/4""";"M1 - 1/4""";"M1 - 1/4""";"M1 - 1/4""";"M1 - 1/4""";"M1 - 1/4""";size;1
m2_3_8inch;"M2 - 3/8""";"M2 - 3/8""";"M2 - 3/8""";"M2 - 3/8""";"M2 - 3/8""";"M2 - 3/8""";"M2 - 3/8""";"M2 - 3/8""";"M2 - 3/8""";"M2 - 3/8""";"M2 - 3/8""";"M2 - 3/8""";"M2 - 3/8""";"M2 - 3/8""";"M2 - 3/8""";"M2 - 3/8""";"M2 - 3/8""";size;1
n3_1_2inch;"N3 - 1/2""";"N3 - 1/2""";"N3 - 1/2""";"N3 - 1/2""";"N3 - 1/2""";"N3 - 1/2""";"N3 - 1/2""";"N3 - 1/2""";"N3 - 1/2""";"N3 - 1/2""";"N3 - 1/2""";"N3 - 1/2""";"N3 - 1/2""";"N3 - 1/2""";"N3 - 1/2""";"N3 - 1/2""";"N3 - 1/2""";size;1
o_6_5_10_mm_l_9m_1_4inch;"Ø: 6,5x10 mm - L: 9m - 1/4""";"Ø: 6,5x10 mm - L: 9m - 1/4""";"Ø: 6,5x10 mm - L: 9m - 1/4""";"Ø: 6,5x10 mm - L: 9m - 1/4""";"Ø: 6,5x10 mm - L: 9m - 1/4""";"Ø: 6,5x10 mm - L: 9m - 1/4""";"Ø: 6,5x10 mm - L: 9m - 1/4""";"Ø: 6,5x10 mm - L: 9m - 1/4""";"Ø: 6,5x10 mm - L: 9m - 1/4""";"Ø: 6,5x10 mm - L: 9m - 1/4""";"Ø: 6,5x10 mm - L: 9m - 1/4""";"Ø: 6,5x10 mm - L: 9m - 1/4""";"Ø: 6,5x10 mm - L: 9m - 1/4""";"Ø: 6,5x10 mm - L: 9m - 1/4""";"Ø: 6,5x10 mm - L: 9m - 1/4""";"Ø: 6,5x10 mm - L: 9m - 1/4""";"Ø: 6,5x10 mm - L: 9m - 1/4""";size;1
o_8_12_mm_l_9m_1_4inch;"Ø: 8x12 mm - L: 9m - 1/4""";"Ø: 8x12 mm - L: 9m - 1/4""";"Ø: 8x12 mm - L: 9m - 1/4""";"Ø: 8x12 mm - L: 9m - 1/4""";"Ø: 8x12 mm - L: 9m - 1/4""";"Ø: 8x12 mm - L: 9m - 1/4""";"Ø: 8x12 mm - L: 9m - 1/4""";"Ø: 8x12 mm - L: 9m - 1/4""";"Ø: 8x12 mm - L: 9m - 1/4""";"Ø: 8x12 mm - L: 9m - 1/4""";"Ø: 8x12 mm - L: 9m - 1/4""";"Ø: 8x12 mm - L: 9m - 1/4""";"Ø: 8x12 mm - L: 9m - 1/4""";"Ø: 8x12 mm - L: 9m - 1/4""";"Ø: 8x12 mm - L: 9m - 1/4""";"Ø: 8x12 mm - L: 9m - 1/4""";"Ø: 8x12 mm - L: 9m - 1/4""";size;1
o_11_16_mm_l_9m_3_8inch;"Ø: 11x16 mm - L: 9m - 3/8""";"Ø: 11x16 mm - L: 9m - 3/8""";"Ø: 11x16 mm - L: 9m - 3/8""";"Ø: 11x16 mm - L: 9m - 3/8""";"Ø: 11x16 mm - L: 9m - 3/8""";"Ø: 11x16 mm - L: 9m - 3/8""";"Ø: 11x16 mm - L: 9m - 3/8""";"Ø: 11x16 mm - L: 9m - 3/8""";"Ø: 11x16 mm - L: 9m - 3/8""";"Ø: 11x16 mm - L: 9m - 3/8""";"Ø: 11x16 mm - L: 9m - 3/8""";"Ø: 11x16 mm - L: 9m - 3/8""";"Ø: 11x16 mm - L: 9m - 3/8""";"Ø: 11x16 mm - L: 9m - 3/8""";"Ø: 11x16 mm - L: 9m - 3/8""";"Ø: 11x16 mm - L: 9m - 3/8""";"Ø: 11x16 mm - L: 9m - 3/8""";size;1
o_6_5_10_mm_l_12m_1_4inch;"Ø: 6,5x10 mm - L: 12m - 1/4""";"Ø: 6,5x10 mm - L: 12m - 1/4""";"Ø: 6,5x10 mm - L: 12m - 1/4""";"Ø: 6,5x10 mm - L: 12m - 1/4""";"Ø: 6,5x10 mm - L: 12m - 1/4""";"Ø: 6,5x10 mm - L: 12m - 1/4""";"Ø: 6,5x10 mm - L: 12m - 1/4""";"Ø: 6,5x10 mm - L: 12m - 1/4""";"Ø: 6,5x10 mm - L: 12m - 1/4""";"Ø: 6,5x10 mm - L: 12m - 1/4""";"Ø: 6,5x10 mm - L: 12m - 1/4""";"Ø: 6,5x10 mm - L: 12m - 1/4""";"Ø: 6,5x10 mm - L: 12m - 1/4""";"Ø: 6,5x10 mm - L: 12m - 1/4""";"Ø: 6,5x10 mm - L: 12m - 1/4""";"Ø: 6,5x10 mm - L: 12m - 1/4""";"Ø: 6,5x10 mm - L: 12m - 1/4""";size;1
o_8_12_mm_l_12m_1_4inch;"Ø: 8x12 mm - L: 12m - 1/4""";"Ø: 8x12 mm - L: 12m - 1/4""";"Ø: 8x12 mm - L: 12m - 1/4""";"Ø: 8x12 mm - L: 12m - 1/4""";"Ø: 8x12 mm - L: 12m - 1/4""";"Ø: 8x12 mm - L: 12m - 1/4""";"Ø: 8x12 mm - L: 12m - 1/4""";"Ø: 8x12 mm - L: 12m - 1/4""";"Ø: 8x12 mm - L: 12m - 1/4""";"Ø: 8x12 mm - L: 12m - 1/4""";"Ø: 8x12 mm - L: 12m - 1/4""";"Ø: 8x12 mm - L: 12m - 1/4""";"Ø: 8x12 mm - L: 12m - 1/4""";"Ø: 8x12 mm - L: 12m - 1/4""";"Ø: 8x12 mm - L: 12m - 1/4""";"Ø: 8x12 mm - L: 12m - 1/4""";"Ø: 8x12 mm - L: 12m - 1/4""";size;1
o_11_16_mm_l_12m_3_8inch;"Ø: 11x16 mm - L: 12m - 3/8""";"Ø: 11x16 mm - L: 12m - 3/8""";"Ø: 11x16 mm - L: 12m - 3/8""";"Ø: 11x16 mm - L: 12m - 3/8""";"Ø: 11x16 mm - L: 12m - 3/8""";"Ø: 11x16 mm - L: 12m - 3/8""";"Ø: 11x16 mm - L: 12m - 3/8""";"Ø: 11x16 mm - L: 12m - 3/8""";"Ø: 11x16 mm - L: 12m - 3/8""";"Ø: 11x16 mm - L: 12m - 3/8""";"Ø: 11x16 mm - L: 12m - 3/8""";"Ø: 11x16 mm - L: 12m - 3/8""";"Ø: 11x16 mm - L: 12m - 3/8""";"Ø: 11x16 mm - L: 12m - 3/8""";"Ø: 11x16 mm - L: 12m - 3/8""";"Ø: 11x16 mm - L: 12m - 3/8""";"Ø: 11x16 mm - L: 12m - 3/8""";size;1
r1_4inch_19_mm;"R1/4"" - 19 mm";"R1/4"" - 19 mm";"R1/4"" - 19 mm";"R1/4"" - 19 mm";"R1/4"" - 19 mm";"R1/4"" - 19 mm";"R1/4"" - 19 mm";"R1/4"" - 19 mm";"R1/4"" - 19 mm";"R1/4"" - 19 mm";"R1/4"" - 19 mm";"R1/4"" - 19 mm";"R1/4"" - 19 mm";"R1/4"" - 19 mm";"R1/4"" - 19 mm";"R1/4"" - 19 mm";"R1/4"" - 19 mm";size;1
r3_8inch_19_mm;"R3/8"" - 19 mm";"R3/8"" - 19 mm";"R3/8"" - 19 mm";"R3/8"" - 19 mm";"R3/8"" - 19 mm";"R3/8"" - 19 mm";"R3/8"" - 19 mm";"R3/8"" - 19 mm";"R3/8"" - 19 mm";"R3/8"" - 19 mm";"R3/8"" - 19 mm";"R3/8"" - 19 mm";"R3/8"" - 19 mm";"R3/8"" - 19 mm";"R3/8"" - 19 mm";"R3/8"" - 19 mm";"R3/8"" - 19 mm";size;1
r1_2inch_22_mm;"R1/2"" - 22 mm";"R1/2"" - 22 mm";"R1/2"" - 22 mm";"R1/2"" - 22 mm";"R1/2"" - 22 mm";"R1/2"" - 22 mm";"R1/2"" - 22 mm";"R1/2"" - 22 mm";"R1/2"" - 22 mm";"R1/2"" - 22 mm";"R1/2"" - 22 mm";"R1/2"" - 22 mm";"R1/2"" - 22 mm";"R1/2"" - 22 mm";"R1/2"" - 22 mm";"R1/2"" - 22 mm";"R1/2"" - 22 mm";size;1
r1_4inch_20_mm;"R1/4"" - 20 mm";"R1/4"" - 20 mm";"R1/4"" - 20 mm";"R1/4"" - 20 mm";"R1/4"" - 20 mm";"R1/4"" - 20 mm";"R1/4"" - 20 mm";"R1/4"" - 20 mm";"R1/4"" - 20 mm";"R1/4"" - 20 mm";"R1/4"" - 20 mm";"R1/4"" - 20 mm";"R1/4"" - 20 mm";"R1/4"" - 20 mm";"R1/4"" - 20 mm";"R1/4"" - 20 mm";"R1/4"" - 20 mm";size;1
r3_8inch_20_mm;"R3/8"" - 20 mm";"R3/8"" - 20 mm";"R3/8"" - 20 mm";"R3/8"" - 20 mm";"R3/8"" - 20 mm";"R3/8"" - 20 mm";"R3/8"" - 20 mm";"R3/8"" - 20 mm";"R3/8"" - 20 mm";"R3/8"" - 20 mm";"R3/8"" - 20 mm";"R3/8"" - 20 mm";"R3/8"" - 20 mm";"R3/8"" - 20 mm";"R3/8"" - 20 mm";"R3/8"" - 20 mm";"R3/8"" - 20 mm";size;1
r3_8inch_24_mm;"R3/8"" - 24 mm";"R3/8"" - 24 mm";"R3/8"" - 24 mm";"R3/8"" - 24 mm";"R3/8"" - 24 mm";"R3/8"" - 24 mm";"R3/8"" - 24 mm";"R3/8"" - 24 mm";"R3/8"" - 24 mm";"R3/8"" - 24 mm";"R3/8"" - 24 mm";"R3/8"" - 24 mm";"R3/8"" - 24 mm";"R3/8"" - 24 mm";"R3/8"" - 24 mm";"R3/8"" - 24 mm";"R3/8"" - 24 mm";size;1
r1_2inch_24_mm;"R1/2"" - 24 mm";"R1/2"" - 24 mm";"R1/2"" - 24 mm";"R1/2"" - 24 mm";"R1/2"" - 24 mm";"R1/2"" - 24 mm";"R1/2"" - 24 mm";"R1/2"" - 24 mm";"R1/2"" - 24 mm";"R1/2"" - 24 mm";"R1/2"" - 24 mm";"R1/2"" - 24 mm";"R1/2"" - 24 mm";"R1/2"" - 24 mm";"R1/2"" - 24 mm";"R1/2"" - 24 mm";"R1/2"" - 24 mm";size;1
r3_4inch_27_mm;"R3/4"" - 27 mm";"R3/4"" - 27 mm";"R3/4"" - 27 mm";"R3/4"" - 27 mm";"R3/4"" - 27 mm";"R3/4"" - 27 mm";"R3/4"" - 27 mm";"R3/4"" - 27 mm";"R3/4"" - 27 mm";"R3/4"" - 27 mm";"R3/4"" - 27 mm";"R3/4"" - 27 mm";"R3/4"" - 27 mm";"R3/4"" - 27 mm";"R3/4"" - 27 mm";"R3/4"" - 27 mm";"R3/4"" - 27 mm";size;1
r1_4inch_14_mm;"R1/4"" - 14 mm";"R1/4"" - 14 mm";"R1/4"" - 14 mm";"R1/4"" - 14 mm";"R1/4"" - 14 mm";"R1/4"" - 14 mm";"R1/4"" - 14 mm";"R1/4"" - 14 mm";"R1/4"" - 14 mm";"R1/4"" - 14 mm";"R1/4"" - 14 mm";"R1/4"" - 14 mm";"R1/4"" - 14 mm";"R1/4"" - 14 mm";"R1/4"" - 14 mm";"R1/4"" - 14 mm";"R1/4"" - 14 mm";size;1
r3_8inch_17_mm;"R3/8"" - 17 mm";"R3/8"" - 17 mm";"R3/8"" - 17 mm";"R3/8"" - 17 mm";"R3/8"" - 17 mm";"R3/8"" - 17 mm";"R3/8"" - 17 mm";"R3/8"" - 17 mm";"R3/8"" - 17 mm";"R3/8"" - 17 mm";"R3/8"" - 17 mm";"R3/8"" - 17 mm";"R3/8"" - 17 mm";"R3/8"" - 17 mm";"R3/8"" - 17 mm";"R3/8"" - 17 mm";"R3/8"" - 17 mm";size;1
l_280_mm_300_g;"L: 280 mm - 300 g";"L: 280 mm - 300 g";"L: 280 mm - 300 g";"L: 280 mm - 300 g";"L: 280 mm - 300 g";"L: 280 mm - 300 g";"L: 280 mm - 300 g";"L: 280 mm - 300 g";"L: 280 mm - 300 g";"L: 280 mm - 300 g";"L: 280 mm - 300 g";"L: 280 mm - 300 g";"L: 280 mm - 300 g";"L: 280 mm - 300 g";"L: 280 mm - 300 g";"L: 280 mm - 300 g";"L: 280 mm - 300 g";size;1
l_320_mm_500_g;"L: 320 mm - 500 g";"L: 320 mm - 500 g";"L: 320 mm - 500 g";"L: 320 mm - 500 g";"L: 320 mm - 500 g";"L: 320 mm - 500 g";"L: 320 mm - 500 g";"L: 320 mm - 500 g";"L: 320 mm - 500 g";"L: 320 mm - 500 g";"L: 320 mm - 500 g";"L: 320 mm - 500 g";"L: 320 mm - 500 g";"L: 320 mm - 500 g";"L: 320 mm - 500 g";"L: 320 mm - 500 g";"L: 320 mm - 500 g";size;1
l_350_mm_800_g;"L: 350 mm - 800 g";"L: 350 mm - 800 g";"L: 350 mm - 800 g";"L: 350 mm - 800 g";"L: 350 mm - 800 g";"L: 350 mm - 800 g";"L: 350 mm - 800 g";"L: 350 mm - 800 g";"L: 350 mm - 800 g";"L: 350 mm - 800 g";"L: 350 mm - 800 g";"L: 350 mm - 800 g";"L: 350 mm - 800 g";"L: 350 mm - 800 g";"L: 350 mm - 800 g";"L: 350 mm - 800 g";"L: 350 mm - 800 g";size;1
